message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.216579933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.206572355";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.200927565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.200927475";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.191076787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.185421248";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.185409877";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.174257241";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.168911725";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.168891738";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.158673651";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.153423501";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.153411279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.143101602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.136979039";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.136918367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.126541606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.121540868";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.121456121";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.111121738";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.105195218";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.105013522";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.094691933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.088851943";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.088594667";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.079125405";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.073501935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.073103908";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.062523361";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.057515078";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.057063082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.046966991";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.041544182";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.040913145";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.030392959";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.025077589";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.025077408";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976032.014794381";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976032.009452983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976032.009452802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.998224260";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.992977168";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.992928879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.982581376";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.977508917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.977449898";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.967009113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.961090340";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.960965349";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.950498616";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.945592214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.945036207";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.934878735";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.929090974";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.929091144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.918327834";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.913524622";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.913521105";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.902887614";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.897050703";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.897051093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.886357061";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.880659917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.880659857";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.870782312";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.865163934";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.865148356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.854290571";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.849582825";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.848633742";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.838793215";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.833131207";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.833131127";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.822294521";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.817217673";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.817203697";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.806870110";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.801680695";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.800679115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.790353292";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.785125696";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.785072678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.774800935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.769558662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.768999029";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.759210528";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.753462311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.753109389";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.742650710";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.736943148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.736642954";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.727092032";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.721412521";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.721158252";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.710514472";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.704930397";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.704689963";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.695067219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.689240446";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.688560420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.678507933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.673015147";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.672761528";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.662898350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.657153519";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.657168957";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.646248576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.641551941";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.640592739";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.630580927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.625028641";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.625016909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.615080055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.609472638";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.609472277";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.598377674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.593007314";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.592879378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.582795011";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.577543662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.577312875";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.566263886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.561062359";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.560805595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.550727118";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.545585562";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.545011601";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.535166546";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.529086737";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.529086927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.518596470";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.513484568";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.513484798";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.503053190";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.496966658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.496990201";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim1.sim";"1695976031.486595040";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim3.sim";"1695976031.481491113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.104889, y=5.544445])";"30";"turtlesim2.sim";"1695976031.480595048";"./src/turtle.cpp:update:260"
